order_id,order_date,ship_date,customer_id,product_id,rep_id,channel,payment_method,quantity,unit_price,discount_pct,total_amount,cost_amount,profit
ORD-17198,2024-06-17,2024-06-30,CUST-5110,PRD-1027,REP-109,Distributor,PayPal,10,1299.59,0.1,11696.31,7715.0,3981.31
ORD-17199,2024-06-17,2024-06-30,CUST-5170,PRD-1021,REP-103,Retail Store,PayPal,1,463.52,0.15,393.99,215.89,178.1
ORD-17200,2024-06-17,2024-07-01,CUST-5198,PRD-1043,REP-102,Wholesale,Cash,1,1995.1,0,1995.1,1104.91,890.19
ORD-17201,2024-06-17,2024-06-21,CUST-5015,PRD-1070,REP-105,Wholesale,PayPal,2,955.81,0.1,1720.46,1089.48,630.98
ORD-17202,2024-06-17,2024-06-21,CUST-5157,PRD-1012,REP-100,Wholesale,Cash,2,1914.85,0,3829.7,1856.02,1973.68
ORD-17203,2024-06-18,2024-06-26,CUST-5061,PRD-1010,REP-103,Distributor,Cash,2,1613.58,0.25,2420.37,2030.7,389.67
ORD-17204,2024-06-18,2024-06-29,CUST-5053,PRD-1036,REP-102,Retail Store,Bank Transfer,2,1753.97,0.15,2981.75,1669.32,1312.43
ORD-17205,2024-06-18,2024-06-26,CUST-5128,PRD-1010,REP-103,Distributor,Credit Card,2,1613.58,0.05,3065.8,2030.7,1035.1
ORD-17206,2024-06-18,2024-06-26,CUST-5030,PRD-1000,REP-103,Retail Store,Invoice,1,1282.46,0,1282.46,461.69,820.77
ORD-17207,2024-06-18,2024-06-23,CUST-5016,PRD-1063,REP-106,Online,Invoice,2,48.76,0.15,82.89,70.38,12.51
ORD-17208,2024-06-18,2024-07-01,CUST-5160,PRD-1008,REP-107,Online,Credit Card,3,448.68,0,1346.04,788.37,557.67
ORD-17209,2024-06-18,2024-07-02,CUST-5192,PRD-1001,REP-103,Retail Store,Credit Card,1,557.31,0,557.31,244.82,312.49
ORD-17210,2024-06-18,2024-06-20,CUST-5070,PRD-1070,REP-104,Retail Store,Cash,1,955.81,0,955.81,544.74,411.07
ORD-17211,2024-06-18,2024-06-30,CUST-5041,PRD-1013,REP-108,Online,Cash,3,194.56,0.05,554.5,226.86,327.64
ORD-17212,2024-06-18,2024-06-22,CUST-5038,PRD-1059,REP-109,Distributor,Invoice,20,1221.85,0,24437.0,10047.0,14390.0
ORD-17213,2024-06-18,2024-06-30,CUST-5073,PRD-1041,REP-108,Wholesale,Invoice,1,1173.33,0.1,1056.0,832.04,223.96
ORD-17214,2024-06-18,2024-06-27,CUST-5143,PRD-1073,REP-104,Retail Store,Bank Transfer,2,1083.2,0.1,1949.76,1390.76,559.0
ORD-17215,2024-06-18,2024-06-29,CUST-5101,PRD-1042,REP-106,Online,PayPal,2,804.81,0.2,1287.7,704.58,583.12
ORD-17216,2024-06-18,2024-06-28,CUST-5131,PRD-1059,REP-101,Online,Cash,3,1221.85,0.1,3298.99,1507.05,1791.94
ORD-17217,2024-06-18,2024-06-25,CUST-5057,PRD-1028,REP-102,Online,Cash,10,350.57,0,3505.7,2249.4,1256.3
ORD-17218,2024-06-18,2024-06-25,CUST-5120,PRD-1068,REP-108,Distributor,Invoice,2,147.73,0,295.46,193.3,102.16
ORD-17219,2024-06-18,2024-07-02,CUST-5174,PRD-1074,REP-103,Retail Store,Invoice,2,410.29,0.15,697.49,389.52,307.97
ORD-17220,2024-06-18,2024-06-26,CUST-5115,PRD-1003,REP-106,Wholesale,Cash,3,1785.44,0,5356.32,2060.97,3295.35
ORD-17221,2024-06-18,2024-06-29,CUST-5187,PRD-1054,REP-109,Wholesale,Cash,10,912.91,0.05,8672.65,6678.2,1994.45
ORD-17222,2024-06-18,2024-07-01,CUST-5118,PRD-1062,REP-109,Online,Credit Card,2,11.14,0.1,20.05,10.68,9.37
ORD-17223,2024-06-18,2024-06-21,CUST-5118,PRD-1040,REP-104,Retail Store,Bank Transfer,5,1127.12,0.05,5353.82,2564.75,2789.07
ORD-17224,2024-06-18,2024-06-22,CUST-5199,PRD-1060,REP-104,Wholesale,Invoice,10,1527.4,0,15274.0,8641.3,6632.7
ORD-17225,2024-06-19,2024-06-26,CUST-5176,PRD-1011,REP-102,Wholesale,Invoice,2,687.1,0.05,1305.49,566.44,739.05
ORD-17226,2024-06-19,2024-06-25,CUST-5013,PRD-1057,REP-103,Wholesale,Invoice,3,1826.13,0.05,5204.47,3825.06,1379.41
ORD-17227,2024-06-19,2024-06-23,CUST-5000,PRD-1046,REP-102,Retail Store,Credit Card,1,1586.24,0.05,1506.93,823.04,683.89
ORD-17228,2024-06-19,2024-06-27,CUST-5063,PRD-1027,REP-104,Retail Store,Cash,3,1299.59,0.05,3703.83,2314.5,1389.33
ORD-17229,2024-06-19,2024-06-22,CUST-5134,PRD-1001,REP-101,Wholesale,PayPal,50,557.31,0.15,23685.67,12241.0,11444.67
ORD-17230,2024-06-19,2024-06-28,CUST-5198,PRD-1063,REP-107,Retail Store,Invoice,3,48.76,0,146.28,105.57,40.71
ORD-17231,2024-06-19,2024-06-21,CUST-5175,PRD-1004,REP-109,Online,Invoice,3,849.62,0.05,2421.42,922.47,1498.95
ORD-17232,2024-06-19,2024-07-02,CUST-5032,PRD-1024,REP-100,Wholesale,PayPal,2,1275.01,0,2550.02,1264.64,1285.38
ORD-17233,2024-06-19,2024-06-20,CUST-5159,PRD-1010,REP-107,Wholesale,Cash,2,1613.58,0.15,2743.09,2030.7,712.39
ORD-17234,2024-06-19,2024-07-02,CUST-5190,PRD-1050,REP-107,Retail Store,PayPal,1,32.85,0.1,29.57,20.97,8.6
ORD-17235,2024-06-19,2024-06-24,CUST-5156,PRD-1067,REP-106,Retail Store,Invoice,10,180.45,0,1804.5,982.4,822.1
ORD-17236,2024-06-19,2024-06-30,CUST-5095,PRD-1006,REP-108,Distributor,Invoice,1,62.81,0.2,50.25,26.98,23.27
ORD-17237,2024-06-19,2024-06-28,CUST-5045,PRD-1034,REP-104,Distributor,Credit Card,2,637.75,0,1275.5,583.02,692.48
ORD-17238,2024-06-19,2024-07-03,CUST-5021,PRD-1031,REP-100,Distributor,Invoice,10,1118.33,0,11183.3,6976.7,4206.6
ORD-17239,2024-06-20,2024-06-22,CUST-5015,PRD-1008,REP-100,Online,PayPal,2,448.68,0,897.36,525.58,371.78
ORD-17240,2024-06-20,2024-07-03,CUST-5085,PRD-1073,REP-104,Online,Cash,5,1083.2,0,5416.0,3476.9,1939.1
ORD-17241,2024-06-20,2024-06-22,CUST-5155,PRD-1070,REP-101,Distributor,Credit Card,1,955.81,0,955.81,544.74,411.07
ORD-17242,2024-06-20,2024-07-04,CUST-5080,PRD-1004,REP-101,Online,Invoice,10,849.62,0,8496.2,3074.9,5421.3
ORD-17243,2024-06-20,2024-07-02,CUST-5060,PRD-1037,REP-104,Wholesale,Credit Card,20,1314.32,0.05,24972.08,13360.2,11611.88
ORD-17244,2024-06-20,2024-07-03,CUST-5071,PRD-1052,REP-105,Retail Store,Bank Transfer,2,540.98,0,1081.96,656.08,425.88
ORD-17245,2024-06-20,2024-07-03,CUST-5052,PRD-1043,REP-108,Wholesale,Cash,3,1995.1,0.05,5686.03,3314.73,2371.3
ORD-17246,2024-06-20,2024-06-24,CUST-5022,PRD-1044,REP-107,Distributor,Bank Transfer,2,190.91,0,381.82,140.84,240.98
ORD-17247,2024-06-20,2024-06-26,CUST-5059,PRD-1065,REP-107,Online,Credit Card,5,621.95,0.05,2954.26,1160.45,1793.81
ORD-17248,2024-06-20,2024-07-03,CUST-5114,PRD-1037,REP-107,Wholesale,Credit Card,1,1314.32,0,1314.32,668.01,646.31
ORD-17249,2024-06-20,2024-06-25,CUST-5016,PRD-1072,REP-101,Distributor,Credit Card,2,852.04,0,1704.08,740.8,963.28
ORD-17250,2024-06-20,2024-07-01,CUST-5100,PRD-1055,REP-108,Distributor,Invoice,10,1752.95,0.1,15776.55,7982.2,7794.35
ORD-17251,2024-06-20,2024-06-26,CUST-5129,PRD-1012,REP-102,Retail Store,PayPal,1,1914.85,0,1914.85,928.01,986.84
ORD-17252,2024-06-20,2024-07-01,CUST-5070,PRD-1070,REP-109,Wholesale,Bank Transfer,1,955.81,0.05,908.02,544.74,363.28
ORD-17253,2024-06-20,2024-06-26,CUST-5088,PRD-1003,REP-103,Online,Cash,3,1785.44,0,5356.32,2060.97,3295.35
ORD-17254,2024-06-20,2024-06-30,CUST-5070,PRD-1005,REP-109,Wholesale,Invoice,20,445.09,0.05,8456.71,4915.0,3541.71
ORD-17255,2024-06-20,2024-06-21,CUST-5093,PRD-1012,REP-101,Online,PayPal,1,1914.85,0.05,1819.11,928.01,891.1
ORD-17256,2024-06-20,2024-07-03,CUST-5158,PRD-1074,REP-103,Wholesale,Bank Transfer,10,410.29,0.05,3897.76,1947.6,1950.16
ORD-17257,2024-06-20,2024-06-29,CUST-5132,PRD-1033,REP-108,Online,Cash,5,465.81,0.1,2096.15,845.05,1251.1
ORD-17258,2024-06-21,2024-06-28,CUST-5165,PRD-1002,REP-108,Retail Store,Bank Transfer,1,1475.58,0.1,1328.02,915.86,412.16
ORD-17259,2024-06-21,2024-06-24,CUST-5145,PRD-1019,REP-100,Wholesale,Cash,5,1724.8,0.15,7330.4,5010.05,2320.35
ORD-17260,2024-06-21,2024-06-23,CUST-5056,PRD-1017,REP-106,Online,Cash,2,763.28,0.1,1373.9,871.38,502.52
ORD-17261,2024-06-21,2024-07-04,CUST-5043,PRD-1037,REP-104,Retail Store,Credit Card,1,1314.32,0.15,1117.17,668.01,449.16
ORD-17262,2024-06-21,2024-06-23,CUST-5006,PRD-1054,REP-101,Retail Store,Cash,10,912.91,0.15,7759.73,6678.2,1081.53
ORD-17263,2024-06-21,2024-06-23,CUST-5043,PRD-1034,REP-109,Distributor,Invoice,1,637.75,0.05,605.86,291.51,314.35
ORD-17264,2024-06-21,2024-06-23,CUST-5102,PRD-1015,REP-109,Online,Invoice,1,1616.19,0.1,1454.57,1037.42,417.15
ORD-17265,2024-06-21,2024-06-27,CUST-5036,PRD-1019,REP-100,Online,Bank Transfer,1,1724.8,0.25,1293.6,1002.01,291.59
ORD-17266,2024-06-21,2024-06-25,CUST-5187,PRD-1026,REP-109,Wholesale,Invoice,1,541.29,0.2,433.03,392.25,40.78
ORD-17267,2024-06-21,2024-06-27,CUST-5042,PRD-1069,REP-106,Online,PayPal,5,1534.01,0.1,6903.05,3078.45,3824.6
ORD-17268,2024-06-22,2024-06-30,CUST-5147,PRD-1032,REP-102,Online,Invoice,1,1687.28,0.05,1602.92,1114.28,488.64
ORD-17269,2024-06-22,2024-06-27,CUST-5140,PRD-1021,REP-102,Wholesale,Invoice,1,463.52,0.1,417.17,215.89,201.28
ORD-17270,2024-06-22,2024-07-02,CUST-5140,PRD-1020,REP-102,Distributor,Credit Card,2,1412.1,0,2824.2,1040.24,1783.96
ORD-17271,2024-06-23,2024-07-04,CUST-5133,PRD-1055,REP-105,Distributor,Bank Transfer,3,1752.95,0.1,4732.97,2394.66,2338.31
ORD-17272,2024-06-23,2024-06-28,CUST-5036,PRD-1020,REP-100,Retail Store,Invoice,10,1412.1,0.25,10590.75,5201.2,5389.55
ORD-17273,2024-06-23,2024-06-26,CUST-5051,PRD-1057,REP-103,Wholesale,PayPal,2,1826.13,0.1,3287.03,2550.04,736.99
ORD-17274,2024-06-23,2024-07-06,CUST-5026,PRD-1037,REP-109,Distributor,Cash,50,1314.32,0.2,52572.8,33400.5,19172.3
ORD-17275,2024-06-23,2024-07-01,CUST-5071,PRD-1061,REP-105,Wholesale,Credit Card,3,1559.47,0,4678.41,2629.92,2048.49
ORD-17276,2024-06-23,2024-06-24,CUST-5113,PRD-1054,REP-106,Wholesale,Invoice,1,912.91,0,912.91,667.82,245.09
ORD-17277,2024-06-24,2024-06-30,CUST-5076,PRD-1004,REP-107,Retail Store,Bank Transfer,3,849.62,0,2548.86,922.47,1626.39
ORD-17278,2024-06-24,2024-07-05,CUST-5148,PRD-1031,REP-103,Retail Store,PayPal,1,1118.33,0.15,950.58,697.67,252.91
ORD-17279,2024-06-24,2024-06-30,CUST-5186,PRD-1047,REP-103,Online,Cash,3,136.42,0.05,388.8,205.71,183.09
ORD-17280,2024-06-24,2024-07-02,CUST-5166,PRD-1057,REP-108,Retail Store,Cash,2,1826.13,0.15,3104.42,2550.04,554.38
ORD-17281,2024-06-24,2024-06-27,CUST-5030,PRD-1041,REP-108,Wholesale,Credit Card,1,1173.33,0.05,1114.66,832.04,282.62
ORD-17282,2024-06-24,2024-07-05,CUST-5026,PRD-1054,REP-104,Distributor,Invoice,1,912.91,0,912.91,667.82,245.09
ORD-17283,2024-06-24,2024-06-29,CUST-5031,PRD-1033,REP-105,Wholesale,Cash,2,465.81,0.05,885.04,338.02,547.02
ORD-17284,2024-06-24,2024-07-08,CUST-5033,PRD-1054,REP-101,Retail Store,Credit Card,2,912.91,0.2,1460.66,1335.64,125.02
ORD-17285,2024-06-24,2024-07-03,CUST-5082,PRD-1054,REP-103,Online,Cash,5,912.91,0.15,3879.87,3339.1,540.77
ORD-17286,2024-06-24,2024-07-04,CUST-5044,PRD-1002,REP-105,Retail Store,Bank Transfer,3,1475.58,0.15,3762.73,2747.58,1015.15
ORD-17287,2024-06-24,2024-06-25,CUST-5009,PRD-1074,REP-102,Wholesale,Bank Transfer,2,410.29,0.1,738.52,389.52,349.0
ORD-17288,2024-06-24,2024-06-25,CUST-5050,PRD-1044,REP-106,Retail Store,Invoice,2,190.91,0,381.82,140.84,240.98
ORD-17289,2024-06-24,2024-06-25,CUST-5199,PRD-1074,REP-104,Retail Store,PayPal,3,410.29,0.25,923.15,584.28,338.87
ORD-17290,2024-06-24,2024-06-27,CUST-5022,PRD-1002,REP-102,Distributor,Cash,5,1475.58,0.2,5902.32,4579.3,1323.02
ORD-17291,2024-06-24,2024-07-07,CUST-5143,PRD-1017,REP-109,Retail Store,PayPal,10,763.28,0.05,7251.16,4356.9,2894.26
ORD-17292,2024-06-24,2024-06-28,CUST-5156,PRD-1032,REP-101,Retail Store,Bank Transfer,1,1687.28,0.15,1434.19,1114.28,319.91
ORD-17293,2024-06-24,2024-07-05,CUST-5076,PRD-1006,REP-102,Online,Credit Card,10,62.81,0.05,596.7,269.8,326.9
ORD-17294,2024-06-24,2024-06-25,CUST-5059,PRD-1061,REP-102,Distributor,Cash,2,1559.47,0.15,2651.1,1753.28,897.82
ORD-17295,2024-06-24,2024-07-03,CUST-5083,PRD-1018,REP-108,Wholesale,Cash,2,1660.52,0.05,3154.99,1984.02,1170.97
ORD-17296,2024-06-24,2024-07-07,CUST-5041,PRD-1006,REP-108,Retail Store,Bank Transfer,1,62.81,0,62.81,26.98,35.83
ORD-17297,2024-06-24,2024-06-25,CUST-5165,PRD-1065,REP-108,Distributor,PayPal,10,621.95,0.25,4664.62,2320.9,2343.72
ORD-17298,2024-06-24,2024-06-30,CUST-5147,PRD-1035,REP-102,Online,Bank Transfer,1,429.86,0.05,408.37,312.58,95.79
ORD-17299,2024-06-24,2024-06-30,CUST-5103,PRD-1037,REP-109,Online,Credit Card,1,1314.32,0,1314.32,668.01,646.31
ORD-17300,2024-06-25,2024-06-29,CUST-5080,PRD-1073,REP-106,Wholesale,Bank Transfer,2,1083.2,0.05,2058.08,1390.76,667.32
ORD-17301,2024-06-25,2024-07-06,CUST-5178,PRD-1017,REP-108,Distributor,Credit Card,2,763.28,0.1,1373.9,871.38,502.52
ORD-17302,2024-06-25,2024-07-05,CUST-5085,PRD-1039,REP-104,Wholesale,Cash,5,537.11,0.1,2417.0,1204.85,1212.15
ORD-17303,2024-06-25,2024-07-03,CUST-5152,PRD-1041,REP-109,Distributor,Credit Card,1,1173.33,0.05,1114.66,832.04,282.62
ORD-17304,2024-06-25,2024-07-06,CUST-5011,PRD-1059,REP-100,Online,Bank Transfer,3,1221.85,0,3665.55,1507.05,2158.5
ORD-17305,2024-06-25,2024-07-01,CUST-5093,PRD-1024,REP-101,Retail Store,Credit Card,2,1275.01,0,2550.02,1264.64,1285.38
ORD-17306,2024-06-25,2024-07-01,CUST-5160,PRD-1060,REP-102,Online,PayPal,1,1527.4,0,1527.4,864.13,663.27
ORD-17307,2024-06-25,2024-06-27,CUST-5082,PRD-1068,REP-108,Wholesale,Bank Transfer,2,147.73,0.15,251.14,193.3,57.84
ORD-17308,2024-06-25,2024-06-30,CUST-5138,PRD-1059,REP-101,Retail Store,Credit Card,2,1221.85,0,2443.7,1004.7,1439.0
ORD-17309,2024-06-26,2024-06-28,CUST-5178,PRD-1066,REP-108,Retail Store,Invoice,3,1757.24,0.05,5008.13,3841.92,1166.21
ORD-17310,2024-06-26,2024-07-03,CUST-5083,PRD-1074,REP-108,Distributor,Invoice,1,410.29,0,410.29,194.76,215.53
ORD-17311,2024-06-26,2024-07-09,CUST-5078,PRD-1070,REP-100,Distributor,PayPal,1,955.81,0,955.81,544.74,411.07
ORD-17312,2024-06-26,2024-06-28,CUST-5005,PRD-1000,REP-100,Online,Credit Card,3,1282.46,0,3847.38,1385.07,2462.31
ORD-17313,2024-06-26,2024-06-30,CUST-5104,PRD-1031,REP-101,Retail Store,Invoice,1,1118.33,0.15,950.58,697.67,252.91
ORD-17314,2024-06-26,2024-07-07,CUST-5088,PRD-1033,REP-108,Online,Cash,1,465.81,0.05,442.52,169.01,273.51
ORD-17315,2024-06-26,2024-07-04,CUST-5124,PRD-1064,REP-107,Online,PayPal,10,1758.66,0,17586.6,12005.8,5580.8
ORD-17316,2024-06-26,2024-06-27,CUST-5072,PRD-1030,REP-109,Retail Store,PayPal,3,1979.15,0.2,4749.96,3598.08,1151.88
ORD-17317,2024-06-27,2024-07-07,CUST-5154,PRD-1032,REP-100,Wholesale,Credit Card,1,1687.28,0.25,1265.46,1114.28,151.18
ORD-17318,2024-06-27,2024-07-07,CUST-5134,PRD-1005,REP-101,Wholesale,Invoice,1,445.09,0,445.09,245.75,199.34
ORD-17319,2024-06-27,2024-07-01,CUST-5156,PRD-1069,REP-101,Retail Store,Credit Card,3,1534.01,0.1,4141.83,1847.07,2294.76
ORD-17320,2024-06-27,2024-06-28,CUST-5101,PRD-1060,REP-101,Retail Store,Credit Card,2,1527.4,0,3054.8,1728.26,1326.54
ORD-17321,2024-06-27,2024-07-07,CUST-5114,PRD-1044,REP-102,Online,Invoice,2,190.91,0.15,324.55,140.84,183.71
ORD-17322,2024-06-27,2024-06-28,CUST-5071,PRD-1002,REP-100,Online,Invoice,1,1475.58,0.05,1401.8,915.86,485.94
ORD-17323,2024-06-27,2024-07-03,CUST-5159,PRD-1048,REP-107,Retail Store,Credit Card,1,1992.28,0.15,1693.44,1118.96,574.48
ORD-17324,2024-06-27,2024-07-07,CUST-5138,PRD-1048,REP-106,Wholesale,PayPal,1,1992.28,0.05,1892.67,1118.96,773.71
ORD-17325,2024-06-27,2024-07-03,CUST-5176,PRD-1045,REP-102,Distributor,Invoice,3,228.2,0,684.6,411.42,273.18
ORD-17326,2024-06-27,2024-07-02,CUST-5187,PRD-1042,REP-109,Distributor,Cash,10,804.81,0.25,6036.07,3522.9,2513.17
ORD-17327,2024-06-27,2024-06-29,CUST-5027,PRD-1018,REP-108,Online,Invoice,2,1660.52,0.05,3154.99,1984.02,1170.97
ORD-17328,2024-06-27,2024-07-08,CUST-5160,PRD-1071,REP-107,Retail Store,Bank Transfer,50,537.46,0.1,24185.7,18783.5,5402.2
ORD-17329,2024-06-27,2024-06-28,CUST-5015,PRD-1010,REP-105,Distributor,Cash,1,1613.58,0.15,1371.54,1015.35,356.19
ORD-17330,2024-06-27,2024-06-30,CUST-5030,PRD-1059,REP-108,Wholesale,PayPal,1,1221.85,0.25,916.39,502.35,414.04
ORD-17331,2024-06-27,2024-07-11,CUST-5135,PRD-1069,REP-103,Online,Bank Transfer,1,1534.01,0.1,1380.61,615.69,764.92
ORD-17332,2024-06-27,2024-07-11,CUST-5188,PRD-1056,REP-109,Online,Cash,2,1006.17,0.2,1609.87,848.12,761.75
ORD-17333,2024-06-28,2024-07-06,CUST-5115,PRD-1064,REP-106,Distributor,Credit Card,2,1758.66,0,3517.32,2401.16,1116.16
ORD-17334,2024-06-28,2024-07-06,CUST-5015,PRD-1032,REP-100,Distributor,PayPal,5,1687.28,0,8436.4,5571.4,2865.0
ORD-17335,2024-06-28,2024-07-04,CUST-5127,PRD-1011,REP-100,Wholesale,Invoice,2,687.1,0,1374.2,566.44,807.76
ORD-17336,2024-06-28,2024-07-08,CUST-5145,PRD-1045,REP-100,Online,Credit Card,3,228.2,0,684.6,411.42,273.18
ORD-17337,2024-06-28,2024-06-29,CUST-5168,PRD-1033,REP-101,Wholesale,PayPal,3,465.81,0.05,1327.56,507.03,820.53
ORD-17338,2024-06-29,2024-07-05,CUST-5076,PRD-1039,REP-107,Retail Store,Credit Card,1,537.11,0.1,483.4,240.97,242.43
ORD-17339,2024-06-29,2024-07-07,CUST-5107,PRD-1044,REP-102,Retail Store,Cash,3,190.91,0.15,486.82,211.26,275.56
ORD-17340,2024-06-29,2024-07-06,CUST-5172,PRD-1006,REP-105,Distributor,PayPal,10,62.81,0,628.1,269.8,358.3
ORD-17341,2024-06-29,2024-07-13,CUST-5179,PRD-1019,REP-109,Retail Store,Credit Card,3,1724.8,0,5174.4,3006.03,2168.37
ORD-17342,2024-06-29,2024-07-06,CUST-5196,PRD-1041,REP-108,Wholesale,Cash,3,1173.33,0.05,3343.99,2496.12,847.87
ORD-17343,2024-06-29,2024-07-12,CUST-5016,PRD-1013,REP-101,Distributor,Invoice,1,194.56,0.15,165.38,75.62,89.76
ORD-17344,2024-06-29,2024-07-12,CUST-5140,PRD-1029,REP-107,Distributor,Cash,1,335.17,0,335.17,168.18,166.99
ORD-17345,2024-06-29,2024-07-12,CUST-5012,PRD-1013,REP-103,Distributor,Invoice,50,194.56,0.05,9241.6,3781.0,5460.6
ORD-17346,2024-06-29,2024-06-30,CUST-5043,PRD-1026,REP-104,Online,Invoice,2,541.29,0.2,866.06,784.5,81.56
ORD-17347,2024-06-29,2024-07-08,CUST-5161,PRD-1057,REP-103,Online,Bank Transfer,10,1826.13,0,18261.3,12750.2,5511.1
ORD-17348,2024-06-29,2024-07-04,CUST-5032,PRD-1055,REP-100,Retail Store,Invoice,1,1752.95,0.1,1577.65,798.22,779.43
ORD-17349,2024-06-29,2024-07-13,CUST-5001,PRD-1010,REP-100,Retail Store,Credit Card,1,1613.58,0.1,1452.22,1015.35,436.87
ORD-17350,2024-06-29,2024-06-30,CUST-5013,PRD-1021,REP-108,Wholesale,Invoice,10,463.52,0.1,4171.68,2158.9,2012.78
ORD-17351,2024-06-29,2024-07-12,CUST-5120,PRD-1039,REP-103,Wholesale,Bank Transfer,5,537.11,0,2685.55,1204.85,1480.7
ORD-17352,2024-06-29,2024-07-08,CUST-5059,PRD-1014,REP-102,Retail Store,PayPal,2,1696.51,0,3393.02,2006.94,1386.08
ORD-17353,2024-06-30,2024-07-13,CUST-5045,PRD-1071,REP-109,Wholesale,Cash,2,537.46,0.1,967.43,751.34,216.09
ORD-17354,2024-06-30,2024-07-06,CUST-5060,PRD-1030,REP-109,Retail Store,Cash,1,1979.15,0,1979.15,1199.36,779.79
ORD-17355,2024-06-30,2024-07-02,CUST-5106,PRD-1032,REP-107,Distributor,Invoice,20,1687.28,0.05,32058.32,22285.6,9772.72
ORD-17356,2024-06-30,2024-07-02,CUST-5049,PRD-1026,REP-102,Distributor,Cash,1,541.29,0,541.29,392.25,149.04
ORD-17357,2024-06-30,2024-07-03,CUST-5182,PRD-1065,REP-104,Online,PayPal,2,621.95,0,1243.9,464.18,779.72
ORD-17358,2024-06-30,2024-07-02,CUST-5086,PRD-1062,REP-109,Retail Store,PayPal,20,11.14,0.15,189.38,106.8,82.58
ORD-17359,2024-06-30,2024-07-12,CUST-5025,PRD-1022,REP-101,Retail Store,PayPal,2,168.79,0,337.58,149.58,188.0
ORD-17360,2024-06-30,2024-07-05,CUST-5003,PRD-1009,REP-106,Wholesale,PayPal,3,1620.77,0,4862.31,1714.44,3147.87
ORD-17361,2024-06-30,2024-07-10,CUST-5161,PRD-1046,REP-108,Distributor,Bank Transfer,10,1586.24,0.1,14276.16,8230.4,6045.76
ORD-17362,2024-06-30,2024-07-08,CUST-5088,PRD-1025,REP-108,Online,Bank Transfer,2,746.66,0,1493.32,647.8,845.52
ORD-17363,2024-07-01,2024-07-06,CUST-5058,PRD-1039,REP-107,Online,Invoice,3,537.11,0.05,1530.76,722.91,807.85
ORD-17364,2024-07-01,2024-07-13,CUST-5087,PRD-1048,REP-109,Retail Store,Bank Transfer,50,1992.28,0.15,84671.9,55948.0,28723.9
ORD-17365,2024-07-01,2024-07-04,CUST-5001,PRD-1006,REP-100,Retail Store,Invoice,1,62.81,0.25,47.11,26.98,20.13
ORD-17366,2024-07-01,2024-07-12,CUST-5023,PRD-1051,REP-109,Retail Store,PayPal,2,1366.6,0.25,2049.9,1543.68,506.22
ORD-17367,2024-07-01,2024-07-07,CUST-5021,PRD-1057,REP-100,Retail Store,Cash,10,1826.13,0,18261.3,12750.2,5511.1
ORD-17368,2024-07-01,2024-07-12,CUST-5041,PRD-1056,REP-103,Retail Store,Credit Card,10,1006.17,0.25,7546.27,4240.6,3305.67
ORD-17369,2024-07-02,2024-07-14,CUST-5120,PRD-1054,REP-108,Online,Credit Card,1,912.91,0.1,821.62,667.82,153.8
ORD-17370,2024-07-02,2024-07-16,CUST-5127,PRD-1031,REP-100,Online,Credit Card,1,1118.33,0,1118.33,697.67,420.66
ORD-17371,2024-07-02,2024-07-05,CUST-5174,PRD-1033,REP-108,Online,PayPal,1,465.81,0.15,395.94,169.01,226.93
ORD-17372,2024-07-02,2024-07-09,CUST-5149,PRD-1043,REP-106,Wholesale,Credit Card,10,1995.1,0.05,18953.45,11049.1,7904.35
ORD-17373,2024-07-02,2024-07-05,CUST-5005,PRD-1025,REP-105,Retail Store,Invoice,1,746.66,0.1,671.99,323.9,348.09
ORD-17374,2024-07-02,2024-07-14,CUST-5197,PRD-1067,REP-103,Online,Bank Transfer,10,180.45,0.2,1443.6,982.4,461.2
ORD-17375,2024-07-02,2024-07-11,CUST-5087,PRD-1027,REP-104,Online,Invoice,2,1299.59,0.05,2469.22,1543.0,926.22
ORD-17376,2024-07-02,2024-07-09,CUST-5197,PRD-1052,REP-108,Wholesale,PayPal,2,540.98,0.05,1027.86,656.08,371.78
ORD-17377,2024-07-02,2024-07-11,CUST-5054,PRD-1073,REP-108,Online,PayPal,20,1083.2,0.25,16248.0,13907.6,2340.4
ORD-17378,2024-07-02,2024-07-07,CUST-5108,PRD-1030,REP-100,Wholesale,Bank Transfer,1,1979.15,0.1,1781.24,1199.36,581.88
ORD-17379,2024-07-02,2024-07-16,CUST-5066,PRD-1058,REP-109,Online,Credit Card,3,603.91,0.1,1630.56,1097.16,533.4
ORD-17380,2024-07-02,2024-07-13,CUST-5103,PRD-1004,REP-109,Online,Cash,3,849.62,0.05,2421.42,922.47,1498.95
ORD-17381,2024-07-02,2024-07-13,CUST-5040,PRD-1018,REP-104,Wholesale,Cash,1,1660.52,0.1,1494.47,992.01,502.46
ORD-17382,2024-07-02,2024-07-07,CUST-5074,PRD-1035,REP-108,Wholesale,Cash,5,429.86,0.1,1934.37,1562.9,371.47
ORD-17383,2024-07-02,2024-07-14,CUST-5090,PRD-1050,REP-108,Wholesale,Bank Transfer,2,32.85,0,65.7,41.94,23.76
ORD-17384,2024-07-02,2024-07-04,CUST-5030,PRD-1047,REP-108,Wholesale,Bank Transfer,1,136.42,0.1,122.78,68.57,54.21
ORD-17385,2024-07-02,2024-07-12,CUST-5097,PRD-1007,REP-107,Online,PayPal,1,1303.27,0,1303.27,740.23,563.04
